"ネスト","nest","あるものの中に、それと同じ形や種類の（一回り小さい）ものが入っている状態や構造のこと。ITの分野では、コンピュータプログラムやデータ構造において、ある構造の内部に同じ構造が含まれている状態のことを指す。",
"NIC","Network Interface Card","コンピュータなどの機器を通信ネットワーク（LAN）に接続するためのカード型の拡張装置。筐体背面や側面などに用意された拡張スロットなどに挿入して使用する。",
"Mbps","megabits per second","データ伝送速度の単位の一つで、1秒間に何百万ビット（何メガビット）のデータを送れるかを表したもの。毎秒100万ビット（1メガビット）のデータを伝送できるのが1である。",
"WPS","Wi-Fi Protected Setup","無線LAN（Wi-Fi）機器の接続先や暗号化、認証などについての設定を簡単な操作で行えるようにする機能。特定のボタンを押すなどの操作によって、親機の持つ設定情報を子機へ転送して自動的に設定を完了する。",
"ポーリング","polling","複数の機器やソフトウェアを円滑に連携させる制御方式の一つで、主となるシステムが他のシステムに対して一定間隔で順繰りに要求がないか尋ねる方式。",
"シームレス","seamless","途切れのない、継ぎ目のない、縫い目のない、などの意味を持つ英単語。“seam” （繋ぎ目、縫い目）に接尾辞 “-less” （～の無い）を連結した単語で、複数の要素が繋ぎ合わされている時に、その繋ぎ目が存在しない、あるいは、認識できない、気にならない状態のことをいう。",
"PMBOK","Project Management Body of Knowledge","モダンプロジェクトマネジメントの概念や用語、手法、工程などを体系化した標準の一つ。アメリカの非営利団体PMI（Project Management Institute/プロジェクトマネジメント協会）が「プロジェクトマネジメント知識体系ガイド」（原著は “A Guide to the Project Management Body of Knowledge”）という書籍として発行している。",
"VBA","Visual Basic for Applications","Microsoft Officeに含まれるアプリケーションソフトの拡張機能で、利用者が簡易なプログラムを記述して実行することで複雑な処理の自動化などを行なうことができるもの。また、そのために用意されたプログラミング言語。",
"マイグレーション","migration","移行、移転、移住、移動、乗換などの意味を持つ英単語。ITの分野では、ソフトウェアやシステム、データなどを別の環境に移転したり、新しい環境に切り替えたりすることを意味することが多い。",
"DNSサーバ","DNS server","インターネットなどのIPネットワーク上で、あるドメイン名についての情報を管理したり、ドメイン名（ホスト名）とIPアドレスの変換を行うコンピュータ。また、そのためのソフトウェア。",
"RF","Radio Frequency","電波や電気信号のうち、無線通信の搬送波として利用できる周波数のもの。また、その周波数。用途や文脈により300Hz（極超長波）前後から3THz（サブミリ波）前後まで様々な周波数帯を指すことがある。",
"アーキテクチャ","architecture","建築（物）、建築術、建築様式、構造、構成などの意味を持つ英単語。",
"GPT","GUID Partition Table","ハードディスクなどの外部記憶装置のパーティション管理方式の一つ。UEFI方式のマザーボードが標準で対応しており、2TB（テラバイト）以上の領域を扱うことができる。",
"ダッシュボード","dashboard","自動車などの「計器盤」を意味する英単語。ITの分野では、複数の情報源からデータを集め、概要をまとめて一覧表示する機能や画面、ソフトウェアなどを指すことが多い。",
"キュー","queue","最も基本的なデータ構造の一つで、要素を入ってきた順に一列に並べ、先に入れた要素から順に取り出すという規則で出し入れを行うもの。順番を待つ人の行列と同じ仕組みであるため「待ち行列」とも訳される。",
"CRC","Cyclic Redundancy Check","誤り検出方式の一つで、データを値とみなしてある定数で割った余り（余剰）を用いて誤りの検知を行なうもの。その検査用の値を値、符号、巡回冗長符号などと呼ぶが、値自体を（Cyclic Redundancy Code）と呼ぶこともある。",
"リンカ","linker","ソフトウェアの開発ツールの一つで、機械語（マシン語）で記述されたプログラムを連結、編集して実行可能ファイルを作成するソフトウェア。",
"DSU","Digital Service Unit","ISDN（INSネット）などのデジタル加入者回線で加入者側に置かれる回線終端装置。通信事業者が運用するISDN公衆回線網の加入者側の末端に接続される機器で、宅内の通信機器を回線網に接続できるようにする。",
"CPU","Central Processing Unit","コンピュータの主要な構成要素の一つで、他の装置・回路の制御やデータの演算などを行う装置。演算装置と制御装置を統合したもので、現代では一枚のICチップに集積されたマイクロプロセッサ（MPU：Micro-Processing Unit）を用いる。",
"フールプルーフ","foolproof","機器の設計などについての考え方の一つで、利用者が操作や取り扱い方を誤っても危険が生じない、あるいは、そもそも誤った操作や危険な使い方ができないような構造や仕掛けを設計段階で組み込むこと。また、そのような仕組みや構造。",
"OTA","Over-The-Air","「無線で」「電波で」といった意味の英語表現で、信号やデータの伝送を無線通信で行うことを有線通信や記憶媒体を用いる方式や状況と対比する際によく用いられる。",
"ポート","port","「港」という意味の英単語で、ITの分野では機器やソフトウェアが外部の別の主体と接続・通信するための末端部分のことを比喩的にこのように呼ぶ。",
"ICT","Information and Communication Technology","情報や通信に関連する科学技術の総称。特に、電気、電子、磁気、電磁波などの物理現象や法則を応用した機械や器具を用いて情報を保存、加工、伝送する技術のこと。",
"ソケット","socket","受け口、軸受け、接合部、穴、へこみなどの意味を持つ英単語。ITの分野では物理的な接続端子を指す場合と、ソフトウェア間で通信する仕組みを指す場合がある。",
"フットプリント","footprint","「足跡」という意味の英単語で、ITの分野ではソフトウェアやシステムなどが稼働時に占有・消費する資源の多さなどを表す。",
"モンテカルロ法","Monte Carlo method","数値計算手法の一つで、乱数を用いた試行を繰り返すことにより近似解を求める手法。確率論的な事象についての推定値を得る場合を特に「モンテカルロシミュレーション」と呼ぶ。名称の由来はカジノで有名なモナコ公国のモンテカルロ地区である。",
"UML","Unified Modeling Language","オブジェクト指向のソフトウェア開発において、データ構造や処理の流れなどソフトウェアに関連する様々な設計や仕様を図示するための記法を定めたもの。ソフトウェアのモデリング言語の標準としてとして最も広く普及している。",
"人工知能","Artificial Intelligence","人間にしかできなかったような高度に知的な作業や判断をコンピュータを中心とする人工的なシステムにより行えるようにしたもの。",
"RAM","Random Access Memory","コンピュータのメモリ装置の一種で、データの消去・書き換えが可能で、装置内のどこに記録されたデータも等しい時間で読み書き（ランダムアクセス）することができる性質を持ったもの。現代のコンピュータのほとんどは半導体記憶素子を用いたを主記憶装置（メインメモリ）として用いられるため、メインメモリのことをと呼ぶことが多い。",
"ソフトウェア","software","コンピュータを動作させる命令の集まりであるコンピュータプログラムを組み合わせ、何らかの機能や目的を果たすようまとめたもの。プログラムが動作するのに必要なデータも含まれる。",
"SCSI","Small Computer System Interface","コンピュータ本体にストレージ装置（外部記憶装置）などの周辺機器を繋いで通信するための接続方式の標準規格の一つ。1979年に考案され業界標準として広く普及していたSASI（Shugart Associates System Interface）を元に改良し、1986年にANSI（米国国家規格協会）によって最初の規格が標準化された。",
"パイプライン処理","pipeline processing","マイクロプロセッサ（MPU/CPU）内部での命令実行方式の一つで、一つの命令を複数の段階に分割してそれぞれを別の回路で実行することにより、いくつかの命令の実行を並行して進める方式。",
"エンティティ","entity","実体、存在、実在（物）、本質、本体などの意味を持つ英単語。ITの分野では、何らかの標識や識別名、所在情報によって指し示される、独立した一意の対象物をということが多い。",
"CLI","Command Line Interface","コンピュータやソフトウェアが利用者に情報を提示したり操作を受け付けたりする方法（UI：ユーザーインターフェース）の類型の一つで、すべてのやり取りを文字によって行う方式。",
"LTE","Long Term Evolution","携帯電話・移動体データ通信の技術規格の一つで、3G（第3世代）の技術を高度化し、音声通話のデータへの統合やデータ通信の高速化を図ったもの。当初は3Gと4G（第4世代）の中間の世代とされていたが、現在では-Advancedと共に4Gの一つとされる。",
"トークン","token","証拠、記念品、代用貨幣、引換券、商品券などの意味を持つ英単語。ITの分野では、長いデータを最小の構成単位に分解したものや、何かの証や印になるようなデータや装置、器具などのことをということが多い。",
"DHCPサーバ","DHCP server","インターネットなどのIPネットワークに一時的に接続する機器に、IPアドレスなど必要な情報を自動的に発行するサーバ。",
"ステップ数","number of steps","コンピュータプログラムの規模を測る指標の一つで、何らかの意味のある処理を行っているソースコードの行数のこと。ソフトウェア開発の際の規模の見積もりや進捗管理などのために用いられることが多い。",
"デバッグ","debug","コンピュータプログラムに潜む欠陥を探し出して取り除くこと。",
"ハッシュ値","hash value","元になるデータから一定の計算手順により求められた固定長の値。その性質から暗号や認証、データ構造などに応用されている。を求めるための計算手順のことをハッシュ関数、要約関数、メッセージダイジェスト関数などという。",
"キャプチャ","capture","捕獲（する）、争奪（する）、占領（する）などの意味を持つ英単語。ITの分野では、何らかの対象が発する信号やデータなどを、装置やソフトウェアを用いて記録・保存するという意味で用いられる。",
"NAS","Network-Attached Storage","ネットワークに直接接続し、コンピュータなどからネットワークを通じてアクセスできる外部記憶装置（ストレージ）。企業や家庭内のLANで共有ファイルなどの保存に利用されたり、デジタルビデオレコーダー（HDDレコーダーやBlu-rayレコーダー）が動画の保存先として利用したりする。",
"スクラッチ開発","development from scratch","製品を開発する際に、すでに存在する何かを土台とせずにゼロから新たに作り上げること。",
"I/O","Input/Output","機器やシステムなどに、外部からデータや信号を入力（input）したり、外部に出力（output）したりすること。また、そのための回路や装置、ソフトウェアなどのこと。",
"BINファイル","BIN file","ファイル名の拡張子が「.bin」であるようなファイル。決まったファイル形式などはなく、バイナリ形式のデータやプログラムなどが格納されていることが多い。",
"プラグイン","plug-in","差し込む、差込口などの意味を持つ英単語。ITの分野では、ソフトウェアに機能を追加する小さなプログラムのことを指す場合が多い。",
"WAN","Wide Area Network","地理的に離れた地点間を結ぶ通信ネットワーク。建物内や敷地（キャンパス）内を結ぶLAN（Local Area Network）と対比される用語で、通信事業者が設置・運用する回線網のことを指すことが多い。",
"メソッド","method","方法、方式、手法、やり方、などの意味を持つ英単語。ITの分野では、オブジェクト指向プログラミングにおいて各オブジェクトに属する処理や操作のことや、通信プロトコルにおける要求の種類などのことをということが多い。一般の外来語としては、一定の形式として確立した奏法、教授法、指導法、その他様々な技法のことを「○○」のように言う。",
"アーカイブ","archive","保存記録、記録保管所、書庫、公文書館などの意味を持つ英単語。ITの分野ではデータを長期保存するための保管場所や記録形式、保管用にひとまとめに整理されたデータなどを指すことが多い。",
"バッファ","buffer","複数の主体がデータを送受信する際に、処理速度や転送速度の差、タイミングのズレなどを補うためにデータを一時的に蓄えておく記憶装置や記憶領域のこと。",
"ブロードキャストアドレス","broadcast address","ネットワーク内のすべての機器（ノード）にデータを一斉配信するために使われる特殊なアドレス。プロトコル（通信規約）ごとに形式が決まっている。",
"グリッド","grid","格子（状のもの）、方眼（状のもの）、送電網、配管網などの意味を持つ英単語。直線が縦横に規則正しく並んだ図形やそのような構造のもの、また、多数の対象を網目状に繋ぎあわせたものを意味することが多い。",
"EDID","Extended Display Identification Data","コンピュータやディスプレイなどの機器間で表示解像度やリフレッシュレートなどの動作設定に関する情報を交換するための標準データ形式の一つ。業界団体のVESAによって策定された。",
"ディレクトリ","directory","電話帳（phone～）、住所録、名鑑、要覧、指導書、規則集などの意味を持つ英単語。IT関連では、多数の対象をその所在などの情報と共に一覧できるよう整理したものを意味することが多い。",
"サムネイル","thumbnail","画像などを一覧表示する際に用いられる、アイコン大に縮小された画像。原義は親指（thumb）の爪（nail）。",
"TPM","Trusted Platform Module","コンピュータのマザーボードなどに装着される、セキュリティ関連の処理機能を実装した半導体チップ。業界団体のTrusted Computing Group（TCG）が標準仕様を策定しており、パソコンの企業向けモデルなどに搭載されている。",
"ストレージ","storage","コンピュータの主要な構成要素の一つで、データを永続的に記憶する装置。磁気ディスク（ハードディスクなど）や光学ディスク（CD/DVD/Blu-ray Discなど）、フラッシュメモリ記憶装置（USBメモリ/メモリカード/SSDなど）、磁気テープなどがこれにあたる。",
"コンフィギュレーション","configuration","設定、構成、配置、構造、形状、形態などの意味を持つ英単語。「コンフィグ」（config）はその省略形。“conf” あるいは “cfg” などの略号で表されることもある。",
"SATA3","Serial ATA 3.0","コンピュータ本体とストレージ装置を接続するSATA（シリアルATA）規格の第3版。2009年にSATA-IO（Serial ATA International Organization）によって策定された。",
"ポップアップ","pop-up","コンピュータの操作画面で、最前面に飛び出すように現れるウィンドウなどの表示要素のこと。すでに表示されている他の要素に覆い被されるように出現し、利用者にメッセージを伝えたり特定の操作を促したりするために用いられることが多い。",
"RSS","RDF Site Summary","Webサイトの更新情報を配布するためのデータ形式の一つ。XMLベースのマークアップ言語で、更新された記事のタイトルやURL、更新日時、要約などを記述することができる。",
"WIP","Work In Progress","制作途上のもの、やりかけのもの、進行中の作業、工事中、作業中、などの意味を持つ英語表現。製造や会計の分野では仕掛品を指す。",
"DMA","Direct Memory Access","コンピュータシステム内でのデータ転送方式の一つ。CPUを介さずに周辺機器やメインメモリ（RAM）などの間で直接データ転送を行う方式。",
"プレフィックス","prefix","接頭辞、前につける、などの意味を持つ英単語。“prefix” の “pre” （「前」「先」などの意）のように、単語の先頭に付加して特定の意味を付け加える要素（接辞）のこと。",
"スキーマ","schema","図式、図解、概要、あらまし、などの意味を持つ英単語。物事や計画の概略や仕組み、構造、形式などを示したものを意味することが多い。ITの分野では英語読みのという表記が一般的だが、他分野の専門用語としてはドイツ語由来の「シェーマ」という表記が用いられることがある。",
"クエリ","query","質問（する）、照会（する）、問い合わせ（る）、尋ねる、疑問などの意味を持つ英単語。ITの分野では、ソフトウェアに対するデータの問い合わせや要求などを一定の形式で文字に表したものを指すことが多い。",
"ランタイム","runtime","開発したコンピュータプログラムを実行する時のこと。「実行時」と訳語を用いることも多い。対義語は「開発時」あるいは「コンパイル時」（compile-time/コンパイルが必要なプログラミング言語の場合）。",
"サンドボックス","sandbox","砂場、砂箱という意味の英単語で、コンピュータの分野では、ソフトウェアの特殊な実行環境として用意された、外部へのアクセスが厳しく制限された領域のことを指すことが多い。",
"ssh","Secure SHell","主にUNIXコンピュータで利用される、ネットワークを介して別のコンピュータにログインして操作するためのソフトウェアの一つ。通信経路が暗号化されるため、インターネットなどを経由しても安全にアクセスすることができる。",
"オーバーヘッド","overhead","間接費（の）、諸経費（の）、頭上（の）、天井などの意味を持つ英単語。",
"量子化ビット数","quantization bit rate","アナログ信号からデジタル信号への変換（A/D変換）の際に、信号を何段階の数値で表現するかを示す値。この値が大きいほど元の信号に忠実なデータが得られるが、データ量はその分増大する。",
"プロビジョニング","provisioning","設備やサービスに新たな利用申請や需要が生じた際に、資源の割り当てや設定などを行い、利用や運用が可能な状態にすること。対象や分野によってサーバ、ユーザー、サービスなどがある。",
"SEO","Search Engine Optimization","Webサイト運営者が行うサイト改善策の一つで、Web検索サイト（検索エンジン）の検索結果リストの上位に表示させるために様々な工夫を行うこと。",
"SOW","Statement Of Work","複数の主体が共同で進める事業・業務・プロジェクトなどにおいて、そのプロジェクトの目標や、成果物の定義や仕様、スケジュール、作業工程、作業内容、各主体の役割、分担、権限などを定義した文書。",
"スケーラビリティ","scalability","機器やソフトウェア、システムなどの拡張性、拡張可能性のこと。の高いことを「スケーラブルな」（scalable）と表現することもある。",
"PPPoEブリッジ","PPPoE bridge","家庭などでインターネット接続に用いられるブロードバンドルータなどが持つ機能の一つで、ネットワーク内部から外部へのPPPoE接続を中継する機能。",
"冗長化","redundantize","機器やシステムの構成要素について、同じ機能や役割の要素をあらかじめ複数用意しておき、異状が発生した時に肩代わりできるよう待機させておくこと。一部の機能が損なわれてもシステム全体が停止することを防ぎ、運用を継続することができる。システムの持つそのような性質を「冗長性」（redundancy）という。",
"TBD","To Be Determined","未定、未確定、未決定などの意味を持つ英語表現。単に決まっていないだけでなく、後で決める予定である、将来確定させるべきである、という含意がある。書類などを作成する際に、項目は挙がっているが発行・公表までに内容の確定が間に合わない場合などに記載される決まり文句である。",
"dpi","dots per inch","主にプリンタやイメージスキャナなどで使われる解像度の単位で、幅1インチ（約2.54cm）を何個の点（ドット）で表現できるかを表す値。この値が高いほど、より精細な印刷や読み取りが可能となる。",
"リファラ","referer","あるWebページのリンクをクリックして別のページに移動したときの、リンク元のページのこと。Webサーバのアクセスログに記録される項目の一つ。",
"UEFI","Unified Extensible Firmware Interface","コンピュータ内の各装置を制御するファームウェアとオペレーティングシステム（OS）の間の通信仕様を定めた標準規格の一つ。従来のBIOSに代わるもの。対応ファームウェアを指してと呼ぶこともある。",
"データ圧縮率","data compression ratio","データを圧縮した際に、圧縮後のデータが元のデータのどのくらいの情報量に減ったかを表す割合。圧縮後の量の元の量に対する割合を100倍したパーセンテージで表すことが多いが、削減された量の元の量に対する割合とすることもある。",
"ネットワーク","network","「網」という意味の英単語。網そのものを指す用法の他に、複数の要素が互いに接続された網状の構造のことを比喩的にという。",
"パス","path","小道、道筋、進路、通り道などの意味を持つ英単語で、ITの分野では、コンピュータ内で特定の資源の所在を表す文字列のことをという。ストレージ（外部記憶装置）内でファイルやディレクトリ（フォルダ）の位置を表すのに用いられるが、他の用途でも使われる。",
"タブ","tab","（書類などの）耳、つまみ、垂れ飾り、札などの意味を持つ英単語。",
"ダイナミックルーティング","dynamic routing","ルータなどが経路情報を互いに交換しあい、自動的に生成・更新し続ける経路表（ルーティングテーブル）に基づいて経路選択を行なうこと。",
"VMware ESXi","VMware ESX","米ヴイエムウェア（VMware）社のソフトウェア製品の一つで、一台の物理的なコンピュータを複数の仮想的なコンピュータに分割するハイパーバイザ（仮想マシンモニタ）。",
"ページング","paging","仮想記憶（仮想メモリ）の方式の一つで、メモリ領域をページと呼ばれる一定の大きさの領域に分割し、物理的なアドレス（番地）とは別に仮想的なアドレスを割り当てて管理する方式。細切れのメモリ空間を連結して一つの連続した空間として利用したり、補助記憶装置（ハードディスクなど）上にも仮想的なメモリ領域を確保することで、物理メモリの容量を超えてメモリ空間を利用することができる。ページの大きさはOSやハードウェアによって異なるが、現代では多くのシステムが4KBのページを採用している。",
"BLOB","Binary Large OBject","データベースのフィールド定義などで用いられるデータ型の一つで、テキスト（文字列）や整数のように既存のデータ型としては用意されていない任意のバイナリデータを格納するためのもの。",
"トリガー","trigger","引き金（を引く）、引き起こす、起動装置、作動させる、などの意味を持つ英単語。ITの分野では、きっかけになる出来事が起こったら自動的に特定の処理を起動するソフトウェアの仕組みなどをこのように呼ぶ。",
"JFIF","JPEG File Interchange Format","JPEG形式の画像データをファイルに記録するための形式を定めた標準規格の一つ。ファイル名の標準の拡張子は「.jpg」あるいは「.jpeg」。",
"DSP版","Delivery Service Partner version","米マイクロソフト（Microsoft）社のパソコン向けオペレーティングシステム（OS）製品であるWindowsの販売パッケージの一つで、コンピュータの部品とセットで販売されるもの。",
"COMポート","COM port","PC/AT互換機が備えるシリアルポート（RS-232Cポート）のMS-DOS（PC DOS）やWindowsにおける呼称。",
"スワップ","swap","交換（する）という意味の英単語。ITの分野では、OSがメインメモリとストレージの内容を入れ替える動作や、機器に装着された装置の交換、コンピュータプログラムで二つの変数や領域のデータを交換する処理などを指す。",
"バイナリファイル","binary file","特定の文字コードの範囲に収まらない任意のビット列を含むバイナリデータを保存したファイルのこと。テキストファイル以外のファイルはすべてであり、実行形式のプログラム、画像、音声、動画などのファイルの多くが該当する。",
"ミドルウェア","middleware","ソフトウェアの種類の一つで、オペレーティングシステム（OS）とアプリケーションソフトの中間に位置し、様々なソフトウェアから共通して利用される機能を提供するもの。OSが提供する機能よりも分野や用途が限定された、具体的・個別的な機能を提供する場合が多い。",
"クリティカルパス","critical path","プロジェクトの各工程を、プロジェクト開始から終了まで「前の工程が終わらないと次の工程が始まらない」という依存関係に従って結んでいったときに、所要時間が最長となるような経路のこと。その長さがプロジェクトの期間を表している。",
"ActiveXコントロール","ActiveX control","米マイクロソフト（Microsoft）社が開発した、ソフトウェアを部品化してWebブラウザ上で動的に導入・実行する技術。また、同技術に基づいて作成・配布されるソフトウェア部品。",
"TCP/IP","Transmission Control Protocol/Internet Protocol","インターネットなどで標準的に用いられる通信プロトコル（通信手順）で、TCP（Transmission Control Protocol）とIP（Internet Protocol）を組み合わせたもの。また、TCPとIPを含む、インターネット標準のプロトコル群全体の総称。",
"バイト","byte","情報量の単位の一つで、8ビットのこと。2進数で8桁の数を表すことができる情報量で、256種類（2の8乗）の異なる状態を表現することができる。",
"スタンドアローン","stand-alone","機器やソフトウェア、システムなどが、外部に接続あるいは依存せずに単独で機能している状態のこと。",
"ラッチ","latch","かんぬき、掛け金（がね）という意味の英単語。ITの分野では何らかの対象を固定したり保護する仕組みのことを比喩的にという。",
"バンドル","bundle","束（ねる）、塊などの意味を持つ英単語で、単体でも提供可能な製品やサービスを、複数組み合わせてセットで販売したり、別の製品やサービスに付属して販売、提供することをこのように呼ぶ。",
"WAV","Waveform Audio File Format","音声データを記録するためのファイル形式の一つ。Windowsが標準で対応している形式として有名で、ファイル名の標準の拡張子は「.wav」。",
"MIME","Multipurpose Internet Mail Extensions","TCP/IPネットワーク上でやり取りする電子メールで、当初の規格で唯一記載することができたASCII英数字以外のデータ（各国語の文字、添付ファイルなど）を取り扱うことができるようにする拡張仕様。",
"B to C","Business-to-Consumer","企業と個人（消費者）間の商取引、あるいは、企業が個人向けに行う事業のこと。一般消費者向けの製品の製造・販売や、消費者向けサービスの提供、個人と金融機関の取引などがこれに含まれる。消費者向け事業が主体の企業のことを企業ということがある。",
"UDF","Universal Disk Format","CDやDVDなど光学ディスク記憶媒体向けのファイルシステムの一つ。1995年に業界団体のOSTA（Optical Storage Technology Association）が策定した規格で、その後ISOおよびIECがISO/IEC 13346として、Ecma InternationalがECMA-167として標準化した。",
"物理アドレス","physical address","機器やデータの識別符号や所在情報（アドレス）のうち、何らかの物理的な実体に紐付けて割り当てられた、あるいは、装置の物理的な構造における位置を指し示したもの。",
"スループット","throughput","機器や通信路などの性能を表す特性の一つで、単位時間あたりに処理できる量のこと。ITの分野では、コンピュータシステムが単位時間に実行できる処理の件数や、通信回線の単位時間あたりの実効伝送量などを意味することが多い。",
"プログラミング","programming","コンピュータに意図した動作を行わせるために、まとまった処理手順を作成し、与えること。作成された手順のことをコンピュータプログラム（computer program）あるいは単にプログラムという。を行う人や職種のことをプログラマ（programmer）という。",
"ONU","Optical Network Unit","光ファイバーを用いた加入者回線網（公衆回線網）において、加入者宅に設置される光回線の終端装置。",
"イントラネット","intranet","TCP/IPなどのインターネット標準の技術を用いて構築された組織内ネットワークのこと。“intra-” は「中の」「～内」を意味する接頭辞。",
"量子化誤差","quantization error","アナログ信号をデジタル信号に変換する際に生じる誤差の一種で、元の信号レベルとデジタル化した後の数値の間に生じる誤差のこと。",
"ヘッダ","header","データや文書の本体の先頭に付け加えられる、そのデータや文書自体についての情報を記述した部分のこと。",
"WBS","Work Breakdown Structure","プロジェクトマネジメントで計画を立てる際、プロジェクト全体を細かい作業に分割した構成図のこと。大きな単位から小さな単位へ段階的に分割し、階層構造で表される。",
"プログラムカウンタ","program counter","マイクロプロセッサ（MPU/CPU）内部でデータを保持するレジスタの一種で、次に実行すべき命令が格納されているメモリ上の番地（アドレス）を保存しているもの。また、その保存しているアドレス値。「PC」と略記されることもある。",
"XML","Extensible Markup Language","文書やデータの意味や構造を記述するためのマークアップ言語の一つ。マークアップ言語とは、「タグ」と呼ばれる特定の文字列で地の文に情報の意味や構造、装飾などを埋め込んでいく言語のことで、はユーザが独自のタグを指定できることから、マークアップ言語を作成するためのメタ言語とも言われる。",
"システムインテグレーション","System Integration","顧客の使用する情報システムの企画、設計、開発、構築、導入、保守、運用などを一貫して請け負うサービス。これらの工程のうちのいくつかを請け負う場合もある。そのような業務を請け負う事業者を「システムインテグレータ」（SIer：System Integrator）という。",
"ステークホルダー","stakeholder","企業などの組織、あるいはその活動について何らかの関わりや影響があり、利益を得たり損害を被る人や組織などの総称。",
"SDK","Software Development Kit","あるシステムに対応したソフトウェアを開発するために必要なプログラムや文書などをひとまとめにしたパッケージのこと。システムの開発元や販売元が希望する開発者に配布あるいは販売する。近年ではインターネットを通じてダウンロードできるようWebサイトで公開されることが多い。",
"トラフィック","traffic","交通（量）、通行（量）、往来などの意味を持つ英単語。ITや通信の分野では、通信回線やネットワーク上で送受信される信号やデータのことや、その量や密度のことをということが多い。",
"P2P","Peer to Peer","ネットワーク上で機器間が接続・通信する方式の一つで、機能に違いのない端末同士が対等な関係で直に接続し、互いの持つデータや機能を利用しあう方式。また、そのような方式を用いるシステムやソフトウェアなどのこと。",
"DNS","Domain Name System","インターネットなどのIPネットワーク上でドメイン名（ホスト名）とIPアドレスの対応関係を管理するシステム。利用者が単なる番号列であるIPアドレスではなく、日常使っている言語の文字を組み合わせた認識しやすいドメイン名でネットワーク上の資源にアクセスできるようにする。",
"バッチ処理","batch processing","複数のプログラムからなる作業において、あらかじめ一連の手順を登録しておき、まとめて連続的に実行する方式。または、一定期間や一定量ごとにデータをまとめて一括して処理する方式。",
"ウェルノウンポート","well-known ports","TCP/IPによる通信で利用されるTCPやUDPのポート番号のうち、著名なサービスやプロトコルが利用するために予約されている0番から1023番のこと。",
"ISOファイル","ISO file","ISO 9660形式の光学ディスク（CD/DVD/Blu-ray Disc）一枚の内容を、丸ごと一つのファイルに記録したもの。また、そのようなファイル形式。ISO 9660を拡張したUDF（Universal Disk Format）で作成されたディスクの場合でも、便宜上と呼ぶ。",
"CRLF","Carrige Return / Line Feed","テキスト（文字）データの中で改行を指示する特殊な文字コードの組み合わせで、CR（Carriage Return：行頭復帰/コード0x0D）とLF（Line Feed：改行/コード0x0A）をこの順に繋げたもの。正規表現では「￥r￥n」と表記する。",
"GIF","Graphics Interchange Format","画像データを圧縮して記録するファイル形式の一つ。256色までの画像を無劣化（lossless）で圧縮することができ、図やイラストなどの画像に向いている。ファイル名の標準の拡張子は「.gif」。",
"トロイの木馬","Trojan Horse","何らかの有用なソフトウェアなどを装って導入や実行を促し、起動すると利用者に気付かれないよう秘密裏にデータ漏洩や遠隔操作などの有害な動作を行うソフトウェア。名称の由来は古代ギリシャ神話のトロイア戦争において、兵士が大きな木馬の中に隠れて敵方の中枢部に忍び込んだ逸話から。",
"有機ELディスプレイ","organic electroluminescent display","ある種の有機化合物を用いた層状の構造体に電圧をかけると発光する有機EL（エレクトロルミネッセンス）現象を応用した表示装置。コンピュータ用ディスプレイや薄型テレビ、スマートフォンなどの携帯情報機器の画面として利用されている。",
"ルータ","router","コンピュータネットワークの中継・転送機器の一つで、データの転送経路を選択・制御する機能を持ち、複数の異なるネットワーク間の接続・中継に用いられるもの。",
"チャレンジ/レスポンス認証","challenge and response authentication","通信回線やネットワークを介して利用者の認証を行う際に、パスワードなどの秘密の情報を直接やり取りすることなく確認する方式の一つ。暗号学的ハッシュ関数の性質を利用して、パスワードそのものは回線に流さずにパスワードを知っていることを証明する。",
"PoC","Proof of Concept","新しい概念や理論、原理などが実現可能であることを示すための簡易な試行。一通り全体を作り上げる試作（プロトタイプ）の前段階で、要となる新しいアイデアなどの実現可能性を示すためだけに行われる、不完全あるいは部分的なデモンストレーションなどを意味する。",
"AAC","Advanced Audio Coding","動画データの圧縮方式の標準であるMPEG-2およびMPEG-4の一部として規定されている、音声データの圧縮方式の一つ。単体で保存する際の標準のファイル拡張子は「.aac」だが、WAVや3GPなどのコンテナ形式に格納される場合もある。",
"UAT","User Acceptance Test","情報システムの開発を外部に委託した場合に、その最終段階で発注元（ユーザ企業）側が完成したシステムの納品を受け付けるか否かを判定するための試験。このテストにパスすると開発は終了となり、納品および業務への導入、利用開始となる。",
"マージ","merge","融合する、併合する、合併する、混合する、結合する、統合する、などの意味を持つ英単語。ITの分野では、複数のファイルやデータ、プログラムなどを、決められたルールに従って一つに統合することをということが多い。",
"MTU","Maximum Transmission Unit","通信機器などが一度に送信できる最大のデータ量。また、その設定値。送りたいデータの量がを超える場合はごとに分割して複数回に分けて送信する。",
"UASP","USB Attached SCSI Protocol","コンピュータ本体と周辺機器の接続によく用いられるUSBの拡張仕様の一つで、ハードディスクなどのストレージ（外部記憶装置）のデータ転送を効率化して実効速度を高めるもの。USB 2.0以降で利用できる。",
"ブロードキャスト","broadcast","放送（する）という意味の英単語で、通信・ネットワークの分野ではネットワークに参加するすべての機器に同時に信号やデータを送信することを意味する。",
"AR","Augmented Reality","現実の環境から視覚や聴覚、触覚などの知覚に与えられる情報を、コンピュータによる処理で追加あるいは削減、変化させる技術の総称。",
"メールアカウント","mail account","電子メールシステムを使用するための利用権。メールアドレスやユーザーIDなどの識別情報と、パスワードなど本人確認のための認証情報、メールサーバの設定情報などで構成される。",
